userID,tone1,tone2,tone3,tone4
3,0.11387151730911843,0.44598301916612865,0.8546773895733062,0.2411198619452146,
4,0.035412070557381124,0.7924267804072304,0.15149616578090508,0.8098609826719982,
5,0.05707092674625296,0.20053895551268985,8.73700099982755E-5,0.4006164515406002,
7,0.3665925661088594,0.012083106644162714,0.03489831784359485,0.36574056040388125,
8,0.7516178559207862,0.748064195521117,0.7941028503510896,0.22885248583016238,
9,0.0509662253816729,0.5015734440053286,0.08276954396942093,0.6719664933631948,
10,0.06825363227252167,0.8329553457482096,0.09366080197848689,0.6586171191552249,
11,0.8507166699146868,0.6973280986182772,0.9039905699145087,0.3869564980644113,
12,0.4535647343416416,0.010049473829589105,0.755744545008139,0.5546142818848928,
17,0.4629105530394525,0.09056611036074051,0.06516894985038245,0.09975912638457035,
18,0.3451747187383041,0.05098697508844126,0.01331018168891448,0.35618245263180937,
19,0.03001553523223724,0.24356553148289833,0.10986291497536411,0.22180226279725537,
21,0.38717766242154594,0.18464078457350944,0.006983725334164955,0.02368232203949733,
22,0.31622050128834306,0.13642346452998905,0.44727812018233204,0.38599063330015243,
24,0.08806033546544909,0.6680285186494622,0.01507636577936011,0.560365235248182,
28,0.463613555828183,0.6454888510260497,0.06007342201281205,0.6046428613493782,
30,0.494225559593789,0.5132841164407222,0.6186557469758239,0.44239857827603724,
31,0.33520309523555525,0.02480205682778445,0.6476620269692016,0.2722812979008246,
34,0.7351450680423621,0.5299501148770479,0.1269251183229065,0.20712415202941695,
36,0.6591494095253412,0.46055542992037923,0.30390787936052216,0.09233899879692187,
37,0.017305466724915074,0.05553141033154853,0.5875186163462772,0.01909695927139295,
40,0.668532828024516,0.21134138280161424,0.8365719644000202,0.3269171655443872,
44,0.28145241124272835,0.7535187369161737,0.8467925076843438,0.5848362923031142,
45,0.021319975655181816,0.47761761182533474,0.05873156012422904,0.642651401119851,
48,0.17353681438194055,0.35989873864523325,0.22579965213818987,0.26980492041629994,
57,0.06980917989422343,0.20534340810459464,0.011707317486399782,0.11567735277977619,
59,0.6852645873271217,0.7658896485051634,0.8693750248281548,0.5544920262182997,
60,0.555244368384992,0.38060112578000893,0.8958832490349058,0.06373452850065532,
61,0.44685359516934936,0.003624512779568937,0.07290140014389034,0.4923995088017576,
